Arkansas County, Arkansas	18994
Ashley County, Arkansas	21497
Baxter County, Arkansas	41077
Benton County, Arkansas	232739
Boone County, Arkansas	37333
Bradley County, Arkansas	11298
Calhoun County, Arkansas	5299
Carroll County, Arkansas	27598
Chicot County, Arkansas	11458
Clark County, Arkansas	22822
Clay County, Arkansas	15580
Cleburne County, Arkansas	25778
Cleveland County, Arkansas	8615
Columbia County, Arkansas	24401
Conway County, Arkansas	21216
Craighead County, Arkansas	99903
Crawford County, Arkansas	61933
Crittenden County, Arkansas	50070
Cross County, Arkansas	17654
Dallas County, Arkansas	7965
Desha County, Arkansas	12574
Drew County, Arkansas	18775
Faulkner County, Arkansas	118529
Franklin County, Arkansas	17942
Fulton County, Arkansas	12241
Garland County, Arkansas	96837
Grant County, Arkansas	18035
Greene County, Arkansas	43158
Hempstead County, Arkansas	22325
Hot Spring County, Arkansas	33386
Howard County, Arkansas	13710
Independence County, Arkansas	36905
Izard County, Arkansas	13506
Jackson County, Arkansas	17640
Jefferson County, Arkansas	74580
Johnson County, Arkansas	25864
Lafayette County, Arkansas	7431
Lawrence County, Arkansas	17039
Lee County, Arkansas	10190
Lincoln County, Arkansas	14149
Little River County, Arkansas	12905
Logan County, Arkansas	22005
Lonoke County, Arkansas	70087
Madison County, Arkansas	15636
Marion County, Arkansas	16595
Miller County, Arkansas	43617
Mississippi County, Arkansas	45550
Monroe County, Arkansas	7840
Montgomery County, Arkansas	9315
Nevada County, Arkansas	8903
Newton County, Arkansas	8084
Ouachita County, Arkansas	25411
Perry County, Arkansas	10326
Phillips County, Arkansas	20772
Pike County, Arkansas	11266
Poinsett County, Arkansas	24325
Polk County, Arkansas	20440
Pope County, Arkansas	62717
Prairie County, Arkansas	8446
Pulaski County, Arkansas	389058
Randolph County, Arkansas	17851
St. Francis County, Arkansas	27883
Saline County, Arkansas	111668
Scott County, Arkansas	11007
Searcy County, Arkansas	7995
Sebastian County, Arkansas	127370
Sevier County, Arkansas	17174
Sharp County, Arkansas	17053
Stone County, Arkansas	12628
Union County, Arkansas	40904
Van Buren County, Arkansas	17155
Washington County, Arkansas	211734
White County, Arkansas	78652
Woodruff County, Arkansas	7071
Yell County, Arkansas	21811
Alameda County, California	1556249
Alpine County, California	1127
Amador County, California	37072
Butte County, California	221279
Calaveras County, California	44774
Colusa County, California	21397
Contra Costa County, California	1079358
Del Norte County, California	28226
El Dorado County, California	180605
Fresno County, California	948240
Glenn County, California	27938
Humboldt County, California	134680
Imperial County, California	177443
Inyo County, California	18416
Kern County, California	856502
Kings County, California	151340
Lake County, California	63984
Lassen County, California	33679
Los Angeles County, California	9974868
Madera County, California	152244
Marin County, California	256143
Mariposa County, California	17845
Mendocino County, California	87497
Merced County, California	261783
Modoc County, California	9332
Mono County, California	14306
Monterey County, California	426411
Napa County, California	139135
Nevada County, California	98333
Orange County, California	3089893
Placer County, California	361446
Plumas County, California	19341
Riverside County, California	2268019
Sacramento County, California	1448771
San Benito County, California	56871
San Bernardino County, California	2080651
San Diego County, California	3183413
San Francisco County, California	829691
San Joaquin County, California	701635
San Luis Obispo County, California	274528
San Mateo County, California	740738
Santa Barbara County, California	430728
Santa Clara County, California	1841098
Santa Cruz County, California	266632
Shasta County, California	178421
Sierra County, California	3076
Siskiyou County, California	44214
Solano County, California	420724
Sonoma County, California	490838
Stanislaus County, California	522134
Sutter County, California	94637
Tehama County, California	63263
Trinity County, California	13495
Tulare County, California	451499
Tuolumne County, California	54100
Ventura County, California	835476
Yolo County, California	204265
Yuba County, California	72977
Adams County, Colorado	460653
Alamosa County, Colorado	16113
Arapahoe County, Colorado	596051
Archuleta County, Colorado	12129
Baca County, Colorado	3756
Bent County, Colorado	5807
Boulder County, Colorado	305483
Broomfield County, Colorado	58992
Chaffee County, Colorado	18103
Cheyenne County, Colorado	1887
Clear Creek County, Colorado	9091
Conejos County, Colorado	8273
Costilla County, Colorado	3605
Crowley County, Colorado	5412
Custer County, Colorado	4240
Delta County, Colorado	30449
Denver County, Colorado	633868
Dolores County, Colorado	1991
Douglas County, Colorado	298576
Eagle County, Colorado	51951
Elbert County, Colorado	23432
El Paso County, Colorado	645724
Fremont County, Colorado	47114
Garfield County, Colorado	56777
Gilpin County, Colorado	5453
Grand County, Colorado	14182
Gunnison County, Colorado	15463
Hinsdale County, Colorado	801
Huerfano County, Colorado	6588
Jackson County, Colorado	1347
Jefferson County, Colorado	545621
Kiowa County, Colorado	1437
Kit Carson County, Colorado	8093
Lake County, Colorado	7274
La Plata County, Colorado	52305
Larimer County, Colorado	310835
Las Animas County, Colorado	14986
Lincoln County, Colorado	5446
Logan County, Colorado	22613
Mesa County, Colorado	147724
Mineral County, Colorado	709
Moffat County, Colorado	13167
Montezuma County, Colorado	25424
Montrose County, Colorado	40722
Morgan County, Colorado	28355
Otero County, Colorado	18712
Ouray County, Colorado	4545
Park County, Colorado	16043
Phillips County, Colorado	4376
Pitkin County, Colorado	17232
Prowers County, Colorado	12405
Pueblo County, Colorado	160840
Rio Blanco County, Colorado	6793
Rio Grande County, Colorado	11893
Routt County, Colorado	23207
Saguache County, Colorado	6319
San Juan County, Colorado	695
San Miguel County, Colorado	7604
Sedgwick County, Colorado	2377
Summit County, Colorado	28228
Teller County, Colorado	23376
Washington County, Colorado	4736
Weld County, Colorado	264189
Yuma County, Colorado	10117
Fairfield County, Connecticut	935290
Hartford County, Connecticut	897698
Litchfield County, Connecticut	187415
Middlesex County, Connecticut	165520
New Haven County, Connecticut	864031
New London County, Connecticut	274544
Tolland County, Connecticut	151925
Windham County, Connecticut	117939
Kent County, Delaware	167666
New Castle County, Delaware	546021
Sussex County, Delaware	203194
District of Columbia, District of Columbia	635040
Alachua County, Florida	251713
Baker County, Florida	27041
Bay County, Florida	171994
Bradford County, Florida	27132
Brevard County, Florida	547669
Broward County, Florida	1819773
Calhoun County, Florida	14709
Charlotte County, Florida	162792
Citrus County, Florida	139290
Clay County, Florida	194294
Collier County, Florida	332873
Columbia County, Florida	67943
DeSoto County, Florida	34745
Dixie County, Florida	16063
Duval County, Florida	880595
Escambia County, Florida	304214
Flagler County, Florida	98510
Franklin County, Florida	11671
Gadsden County, Florida	46653
Gilchrist County, Florida	16872
Glades County, Florida	13026
Gulf County, Florida	15670
Hamilton County, Florida	14699
Hardee County, Florida	27414
Hendry County, Florida	37686
Hernando County, Florida	173102
Highlands County, Florida	98087
Hillsborough County, Florida	1282032
Holmes County, Florida	19725
Indian River County, Florida	140608
Jackson County, Florida	48980
Jefferson County, Florida	14193
Lafayette County, Florida	8802
Lake County, Florida	303450
Lee County, Florida	644988
Leon County, Florida	283854
Levy County, Florida	39997
Liberty County, Florida	8247
Madison County, Florida	18915
Manatee County, Florida	334071
Marion County, Florida	334495
Martin County, Florida	148846
Miami-Dade County, Florida	2610960
Monroe County, Florida	74991
Nassau County, Florida	74640
Okaloosa County, Florida	190437
Okeechobee County, Florida	39285
Orange County, Florida	1202076
Osceola County, Florida	288970
Palm Beach County, Florida	1358613
Pasco County, Florida	470604
Pinellas County, Florida	922265
Polk County, Florida	615764
Putnam County, Florida	73119
St. Johns County, Florida	202264
St. Lucie County, Florida	283559
Santa Rosa County, Florida	158398
Sarasota County, Florida	386050
Seminole County, Florida	431405
Sumter County, Florida	102823
Suwannee County, Florida	43576
Taylor County, Florida	22739
Union County, Florida	15239
Volusia County, Florida	497092
Wakulla County, Florida	30823
Walton County, Florida	57275
Washington County, Florida	24857
Appling County, Georgia	18379
Atkinson County, Georgia	8247
Bacon County, Georgia	11186
Baker County, Georgia	3369
Baldwin County, Georgia	46455
Banks County, Georgia	18232
Barrow County, Georgia	70171
Bartow County, Georgia	100477
Ben Hill County, Georgia	17545
Berrien County, Georgia	19063
Bibb County, Georgia	156184
Bleckley County, Georgia	12897
Brantley County, Georgia	18555
Brooks County, Georgia	15537
Bryan County, Georgia	32246
Bulloch County, Georgia	72824
Burke County, Georgia	23128
Butts County, Georgia	23454
Calhoun County, Georgia	6502
Camden County, Georgia	51402
Candler County, Georgia	11125
Carroll County, Georgia	111453
Catoosa County, Georgia	64961
Charlton County, Georgia	13308
Chatham County, Georgia	276710
Chattahoochee County, Georgia	12570
Chattooga County, Georgia	25676
Cherokee County, Georgia	220914
Clarke County, Georgia	120270
Clay County, Georgia	3102
Clayton County, Georgia	266253
Clinch County, Georgia	6715
Cobb County, Georgia	708036
Coffee County, Georgia	43093
Colquitt County, Georgia	46095
Columbia County, Georgia	132556
Cook County, Georgia	16859
Coweta County, Georgia	130878
Crawford County, Georgia	12619
Crisp County, Georgia	23657
Dade County, Georgia	16551
Dawson County, Georgia	22376
Decatur County, Georgia	27463
DeKalb County, Georgia	708304
Dodge County, Georgia	21353
Dooly County, Georgia	14326
Dougherty County, Georgia	94542
Douglas County, Georgia	133926
Early County, Georgia	10605
Echols County, Georgia	3965
Effingham County, Georgia	53337
Elbert County, Georgia	19593
Emanuel County, Georgia	22849
Evans County, Georgia	10660
Fannin County, Georgia	23467
Fayette County, Georgia	107432
Floyd County, Georgia	96066
Forsyth County, Georgia	187826
Franklin County, Georgia	21923
Fulton County, Georgia	977950
Gilmer County, Georgia	28205
Glascock County, Georgia	3120
Glynn County, Georgia	80960
Gordon County, Georgia	55740
Grady County, Georgia	25366
Greene County, Georgia	16132
Gwinnett County, Georgia	840221
Habersham County, Georgia	43463
Hall County, Georgia	185084
Hancock County, Georgia	9030
Haralson County, Georgia	28388
Harris County, Georgia	32613
Hart County, Georgia	25549
Heard County, Georgia	11644
Henry County, Georgia	208443
Houston County, Georgia	146200
Irwin County, Georgia	9600
Jackson County, Georgia	60472
Jasper County, Georgia	13596
Jeff Davis County, Georgia	15114
Jefferson County, Georgia	16422
Jenkins County, Georgia	9133
Johnson County, Georgia	9882
Jones County, Georgia	28795
Lamar County, Georgia	18039
Lanier County, Georgia	10444
Laurens County, Georgia	47970
Lee County, Georgia	28727
Liberty County, Georgia	65391
Lincoln County, Georgia	7770
Long County, Georgia	16161
Lowndes County, Georgia	114668
Lumpkin County, Georgia	30721
McDuffie County, Georgia	21581
McIntosh County, Georgia	13922
Macon County, Georgia	14274
Madison County, Georgia	28018
Marion County, Georgia	8751
Meriwether County, Georgia	21316
Miller County, Georgia	5982
Mitchell County, Georgia	23121
Monroe County, Georgia	26741
Montgomery County, Georgia	8909
Morgan County, Georgia	17823
Murray County, Georgia	39394
Muscogee County, Georgia	200041
Newton County, Georgia	101016
Oconee County, Georgia	33520
Oglethorpe County, Georgia	14597
Paulding County, Georgia	145066
Peach County, Georgia	27510
Pickens County, Georgia	29316
Pierce County, Georgia	18835
Pike County, Georgia	17804
Polk County, Georgia	41127
Pulaski County, Georgia	11680
Putnam County, Georgia	21161
Quitman County, Georgia	2398
Rabun County, Georgia	16307
Randolph County, Georgia	7308
Richmond County, Georgia	201966
Rockdale County, Georgia	85684
Schley County, Georgia	4989
Screven County, Georgia	14200
Seminole County, Georgia	8915
Spalding County, Georgia	63799
Stephens County, Georgia	25725
Stewart County, Georgia	6090
Sumter County, Georgia	31631
Talbot County, Georgia	6538
Taliaferro County, Georgia	1681
Tattnall County, Georgia	25305
Taylor County, Georgia	8381
Telfair County, Georgia	16429
Terrell County, Georgia	9247
Thomas County, Georgia	44530
Tift County, Georgia	40994
Toombs County, Georgia	27217
Towns County, Georgia	10487
Treutlen County, Georgia	6751
Troup County, Georgia	68472
Turner County, Georgia	8369
Twiggs County, Georgia	8501
Union County, Georgia	21481
Upson County, Georgia	26615
Walker County, Georgia	68184
Walton County, Georgia	84867
Ware County, Georgia	35814
Warren County, Georgia	5563
Washington County, Georgia	20857
Wayne County, Georgia	30371
Webster County, Georgia	2792
Wheeler County, Georgia	7908
White County, Georgia	27577
Whitfield County, Georgia	103187
Wilcox County, Georgia	9027
Wilkes County, Georgia	10046
Wilkinson County, Georgia	9542
Worth County, Georgia	21470
Hawaii County, Hawaii	188946
Honolulu County, Hawaii	976746
Kalawao County, Hawaii	89
Kauai County, Hawaii	68553
Maui County, Hawaii	158432
Ada County, Idaho	408891
Adams County, Idaho	3908
Bannock County, Idaho	83741
Bear Lake County, Idaho	5889
Benewah County, Idaho	9125
Bingham County, Idaho	45493
Blaine County, Idaho	21140
Boise County, Idaho	6803
Bonner County, Idaho	40447
Bonneville County, Idaho	106880
Boundary County, Idaho	10835
Butte County, Idaho	2722
Camas County, Idaho	1075
Canyon County, Idaho	193856
Caribou County, Idaho	6785
Cassia County, Idaho	23270
Clark County, Idaho	873
Clearwater County, Idaho	8582
Custer County, Idaho	4338
Elmore County, Idaho	26199
Franklin County, Idaho	12811
Fremont County, Idaho	12979
Gem County, Idaho	16692
Gooding County, Idaho	15216
Idaho County, Idaho	16399
Jefferson County, Idaho	26657
Jerome County, Idaho	22515
Kootenai County, Idaho	142297
Latah County, Idaho	38157
Lemhi County, Idaho	7763
Lewis County, Idaho	3836
Lincoln County, Idaho	5256
Madison County, Idaho	37680
Minidoka County, Idaho	20089
Nez Perce County, Idaho	39577
Oneida County, Idaho	4223
Owyhee County, Idaho	11409
Payette County, Idaho	22673
Power County, Idaho	7779
Shoshone County, Idaho	12699
Teton County, Idaho	10087
Twin Falls County, Idaho	78392
Valley County, Idaho	9511
Washington County, Idaho	10041
Adams County, Illinois	67199
Alexander County, Illinois	7750
Bond County, Illinois	17621
Boone County, Illinois	53880
Brown County, Illinois	6912
Bureau County, Illinois	34337
Calhoun County, Illinois	5022
Carroll County, Illinois	15003
Cass County, Illinois	13422
Champaign County, Illinois	204009
Christian County, Illinois	34511
Clark County, Illinois	16304
Clay County, Illinois	13733
Clinton County, Illinois	38057
Coles County, Illinois	53631
Cook County, Illinois	5232340
Crawford County, Illinois	19627
Cumberland County, Illinois	10936
DeKalb County, Illinois	104693
De Witt County, Illinois	16492
Douglas County, Illinois	19832
DuPage County, Illinois	926933
Edgar County, Illinois	18153
Edwards County, Illinois	6731
Effingham County, Illinois	34322
Fayette County, Illinois	22022
Ford County, Illinois	13998
Franklin County, Illinois	39862
Fulton County, Illinois	36659
Gallatin County, Illinois	5414
Greene County, Illinois	13616
Grundy County, Illinois	50150
Hamilton County, Illinois	8364
Hancock County, Illinois	18835
Hardin County, Illinois	4257
Henderson County, Illinois	7019
Henry County, Illinois	50071
Iroquois County, Illinois	29289
Jackson County, Illinois	60214
Jasper County, Illinois	9644
Jefferson County, Illinois	38730
Jersey County, Illinois	22732
Jo Daviess County, Illinois	22380
Johnson County, Illinois	12756
Kane County, Illinois	521843
Kankakee County, Illinois	112926
Kendall County, Illinois	118145
Knox County, Illinois	52314
Lake County, Illinois	701513
LaSalle County, Illinois	112882
Lawrence County, Illinois	16698
Lee County, Illinois	35141
Livingston County, Illinois	38535
Logan County, Illinois	30003
McDonough County, Illinois	32545
McHenry County, Illinois	307775
McLean County, Illinois	172418
Macon County, Illinois	110043
Macoupin County, Illinois	47208
Madison County, Illinois	268039
Marion County, Illinois	38923
Marshall County, Illinois	12301
Mason County, Illinois	14339
Massac County, Illinois	15143
Menard County, Illinois	12709
Mercer County, Illinois	16176
Monroe County, Illinois	33331
Montgomery County, Illinois	29725
Morgan County, Illinois	35279
Moultrie County, Illinois	14973
Ogle County, Illinois	52839
Peoria County, Illinois	187193
Perry County, Illinois	22070
Piatt County, Illinois	16507
Pike County, Illinois	16279
Pope County, Illinois	4289
Pulaski County, Illinois	5971
Putnam County, Illinois	5875
Randolph County, Illinois	32947
Richland County, Illinois	16165
Rock Island County, Illinois	147065
St. Clair County, Illinois	268785
Saline County, Illinois	24981
Sangamon County, Illinois	199247
Schuyler County, Illinois	7486
Scott County, Illinois	5295
Shelby County, Illinois	22233
Stark County, Illinois	5937
Stephenson County, Illinois	46973
Tazewell County, Illinois	136094
Union County, Illinois	17632
Vermilion County, Illinois	80764
Wabash County, Illinois	11716
Warren County, Illinois	17785
Washington County, Illinois	14611
Wayne County, Illinois	16621
White County, Illinois	14582
Whiteside County, Illinois	57627
Will County, Illinois	682187
Williamson County, Illinois	66770
Winnebago County, Illinois	291923
Woodford County, Illinois	38925
Adams County, Indiana	34401
Allen County, Indiana	360832
Bartholomew County, Indiana	78903
Benton County, Indiana	8834
Blackford County, Indiana	12548
Boone County, Indiana	59076
Brown County, Indiana	15068
Carroll County, Indiana	20096
Cass County, Indiana	38746
Clark County, Indiana	111919
Clay County, Indiana	26855
Clinton County, Indiana	32957
Crawford County, Indiana	10645
Daviess County, Indiana	32116
Dearborn County, Indiana	49782
Decatur County, Indiana	26083
DeKalb County, Indiana	42255
Delaware County, Indiana	117309
Dubois County, Indiana	42094
Elkhart County, Indiana	199236
Fayette County, Indiana	23965
Floyd County, Indiana	75284
Fountain County, Indiana	17100
Franklin County, Indiana	22986
Fulton County, Indiana	20664
Gibson County, Indiana	33551
Grant County, Indiana	69283
Greene County, Indiana	33029
Hamilton County, Indiana	289570
Hancock County, Indiana	70641
Harrison County, Indiana	39099
Hendricks County, Indiana	150722
Henry County, Indiana	49259
Howard County, Indiana	82973
Huntington County, Indiana	36979
Jackson County, Indiana	42990
Jasper County, Indiana	33453
Jay County, Indiana	21370
Jefferson County, Indiana	32506
Jennings County, Indiana	28182
Johnson County, Indiana	143562
Knox County, Indiana	38051
Kosciusko County, Indiana	77654
LaGrange County, Indiana	37635
Lake County, Indiana	493194
LaPorte County, Indiana	111158
Lawrence County, Indiana	46045
Madison County, Indiana	130284
Marion County, Indiana	918581
Marshall County, Indiana	47025
Martin County, Indiana	10322
Miami County, Indiana	36502
Monroe County, Indiana	141289
Montgomery County, Indiana	38202
Morgan County, Indiana	69216
Newton County, Indiana	14079
Noble County, Indiana	47424
Ohio County, Indiana	6103
Orange County, Indiana	19696
Owen County, Indiana	21363
Parke County, Indiana	17112
Perry County, Indiana	19429
Pike County, Indiana	12774
Porter County, Indiana	165659
Posey County, Indiana	25616
Pulaski County, Indiana	13053
Putnam County, Indiana	37681
Randolph County, Indiana	25835
Ripley County, Indiana	28529
Rush County, Indiana	17134
St. Joseph County, Indiana	266571
Scott County, Indiana	23784
Shelby County, Indiana	44382
Spencer County, Indiana	20875
Starke County, Indiana	23197
Steuben County, Indiana	34155
Sullivan County, Indiana	21227
Switzerland County, Indiana	10402
Tippecanoe County, Indiana	178180
Tipton County, Indiana	15721
Union County, Indiana	7340
Vanderburgh County, Indiana	180781
Vermillion County, Indiana	15955
Vigo County, Indiana	108589
Wabash County, Indiana	32428
Warren County, Indiana	8386
Warrick County, Indiana	60439
Washington County, Indiana	27925
Wayne County, Indiana	68371
Wells County, Indiana	27678
White County, Indiana	24408
Whitley County, Indiana	33270
Adair County, Iowa	7515
Adams County, Iowa	3904
Allamakee County, Iowa	14131
Appanoose County, Iowa	12711
Audubon County, Iowa	5876
Benton County, Iowa	25861
Black Hawk County, Iowa	131661
Boone County, Iowa	26234
Bremer County, Iowa	24463
Buchanan County, Iowa	20942
Buena Vista County, Iowa	20548
Butler County, Iowa	14977
Calhoun County, Iowa	9910
Carroll County, Iowa	20674
Cass County, Iowa	13720
Cedar County, Iowa	18425
Cerro Gordo County, Iowa	43711
Cherokee County, Iowa	11981
Chickasaw County, Iowa	12270
Clarke County, Iowa	9340
Clay County, Iowa	16563
Clayton County, Iowa	17934
Clinton County, Iowa	48723
Crawford County, Iowa	17306
Dallas County, Iowa	72121
Davis County, Iowa	8709
Decatur County, Iowa	8250
Delaware County, Iowa	17572
Des Moines County, Iowa	40271
Dickinson County, Iowa	16965
Dubuque County, Iowa	95147
Emmet County, Iowa	9997
Fayette County, Iowa	20794
Floyd County, Iowa	16136
Franklin County, Iowa	10526
Fremont County, Iowa	7134
Greene County, Iowa	9161
Grundy County, Iowa	12423
Guthrie County, Iowa	10771
Hamilton County, Iowa	15308
Hancock County, Iowa	11164
Hardin County, Iowa	17378
Harrison County, Iowa	14520
Henry County, Iowa	20112
Howard County, Iowa	9582
Humboldt County, Iowa	9733
Ida County, Iowa	7091
Iowa County, Iowa	16206
Jackson County, Iowa	19689
Jasper County, Iowa	36544
Jefferson County, Iowa	17084
Johnson County, Iowa	136913
Jones County, Iowa	20619
Keokuk County, Iowa	10398
Kossuth County, Iowa	15351
Lee County, Iowa	35622
Linn County, Iowa	215206
Louisa County, Iowa	11327
Lucas County, Iowa	8764
Lyon County, Iowa	11760
Madison County, Iowa	15627
Mahaska County, Iowa	22417
Marion County, Iowa	33378
Marshall County, Iowa	41058
Mills County, Iowa	14881
Mitchell County, Iowa	10727
Monona County, Iowa	9142
Monroe County, Iowa	8071
Montgomery County, Iowa	10558
Muscatine County, Iowa	42905
O'Brien County, Iowa	14163
Osceola County, Iowa	6190
Page County, Iowa	15751
Palo Alto County, Iowa	9281
Plymouth County, Iowa	24881
Pocahontas County, Iowa	7161
Polk County, Iowa	443984
Pottawattamie County, Iowa	92918
Poweshiek County, Iowa	18759
Ringgold County, Iowa	5085
Sac County, Iowa	10162
Scott County, Iowa	168827
Shelby County, Iowa	12071
Sioux County, Iowa	34348
Story County, Iowa	91721
Tama County, Iowa	17526
Taylor County, Iowa	6223
Union County, Iowa	12591
Van Buren County, Iowa	7454
Wapello County, Iowa	35349
Warren County, Iowa	46950
Washington County, Iowa	21921
Wayne County, Iowa	6355
Webster County, Iowa	37253
Winnebago County, Iowa	10626
Winneshiek County, Iowa	21036
Woodbury County, Iowa	102330
Worth County, Iowa	7519
Wright County, Iowa	13008
Allen County, Kansas	13341
Anderson County, Kansas	7918
Atchison County, Kansas	16800
Barber County, Kansas	4880
Barton County, Kansas	27553
Bourbon County, Kansas	14859
Brown County, Kansas	9888
Butler County, Kansas	65756
Chase County, Kansas	2750
Chautauqua County, Kansas	3566
Cherokee County, Kansas	21224
Cheyenne County, Kansas	2675
Clark County, Kansas	2174
Clay County, Kansas	8517
Cloud County, Kansas	9392
Coffey County, Kansas	8506
Comanche County, Kansas	1908
Cowley County, Kansas	36264
Crawford County, Kansas	39361
Decatur County, Kansas	2881
Dickinson County, Kansas	19758
Doniphan County, Kansas	7877
Douglas County, Kansas	113339
Edwards County, Kansas	2974
Elk County, Kansas	2669
Ellis County, Kansas	29090
Ellsworth County, Kansas	6465
Finney County, Kansas	37130
Ford County, Kansas	34773
Franklin County, Kansas	25878
Geary County, Kansas	38003
Gove County, Kansas	2721
Graham County, Kansas	2592
Grant County, Kansas	7852
Gray County, Kansas	5994
Greeley County, Kansas	1266
Greenwood County, Kansas	6446
Hamilton County, Kansas	2631
Harper County, Kansas	5874
Harvey County, Kansas	34831
Haskell County, Kansas	4221
Hodgeman County, Kansas	1953
Jackson County, Kansas	13448
Jefferson County, Kansas	18901
Jewell County, Kansas	3037
Johnson County, Kansas	559954
Kearny County, Kansas	3976
Kingman County, Kansas	7828
Kiowa County, Kansas	2499
Labette County, Kansas	21219
Lane County, Kansas	1700
Leavenworth County, Kansas	77729
Lincoln County, Kansas	3159
Linn County, Kansas	9481
Logan County, Kansas	2795
Lyon County, Kansas	33529
McPherson County, Kansas	29341
Marion County, Kansas	12372
Marshall County, Kansas	10066
Meade County, Kansas	4415
Miami County, Kansas	32605
Mitchell County, Kansas	6342
Montgomery County, Kansas	34433
Morris County, Kansas	5851
Morton County, Kansas	3139
Nemaha County, Kansas	10104
Neosho County, Kansas	16452
Ness County, Kansas	3085
Norton County, Kansas	5605
Osage County, Kansas	16173
Osborne County, Kansas	3815
Ottawa County, Kansas	6061
Pawnee County, Kansas	6913
Phillips County, Kansas	5521
Pottawatomie County, Kansas	22351
Pratt County, Kansas	9787
Rawlins County, Kansas	2538
Reno County, Kansas	64217
Republic County, Kansas	4858
Rice County, Kansas	10009
Riley County, Kansas	76297
Rooks County, Kansas	5197
Rush County, Kansas	3207
Russell County, Kansas	6963
Saline County, Kansas	55890
Scott County, Kansas	4900
Sedgwick County, Kansas	503821
Seward County, Kansas	23453
Shawnee County, Kansas	178904
Sheridan County, Kansas	2533
Sherman County, Kansas	6125
Smith County, Kansas	3754
Stafford County, Kansas	4354
Stanton County, Kansas	2170
Stevens County, Kansas	5737
Sumner County, Kansas	23706
Thomas County, Kansas	7947
Trego County, Kansas	2969
Wabaunsee County, Kansas	7018
Wallace County, Kansas	1524
Washington County, Kansas	5731
Wichita County, Kansas	2226
Wilson County, Kansas	9119
Woodson County, Kansas	3260
Wyandotte County, Kansas	159303
Adair County, Kentucky	18971
Allen County, Kentucky	20231
Anderson County, Kentucky	21663
Ballard County, Kentucky	8304
